formerly,Family,2014 Checklist Species,Authority,FOODPLANT,1,2,3,4,5,6,7,8,9,10,11,12,gen,HABIT,Notes,Cameron synonym,NOTES,forum members,"Cameron larvae vol,pl.-fig. ",Species with larvae illustrated in Vollenhoven,Voll. no.,V.H.Chambers Notebooks,KJGrearson,Quinlan,Zahradnik,Chinery,Carter & H.,Redfern & Shirley,D.R.Smith,Denbighs,Derbys,Chesh.,Lancs.,web link,,,
,Tenthredinidae,Pristiphora (Lygaeotus) pseudocoactula,"(Lindqvist,1952)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Micronematus) abbreviata,"(Hartig,1837)",Pyrus communis (Pear),,,,,,,,,,,,,,,,,,,,Nematus abbreviatus Hart.,V069,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Micronematus) biscalis,"(Förster,1854)","Prunus spp. (Cherries, Plums, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Micronematus) maesta,"(Zaddach,1876)",Malus pumila (Apple),,,,,,,,,,,,,,gregarious,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Micronematus) monogyniae,"(Hartig,1840)","Prunus spp. (Cherries, Plums, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Pristiphora (Micronematus) retusa,"(Thomson,1871)",Prunus padus (Bird Cherry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristiphora funerulus,Tenthredinidae,Pristiphora (Oligonematus) friesei,"(Konow,1904)",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Oligonematus) laricis,"(Hartig,1837)",Pinacea: Larix spp. (Larch),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pristiphora (Pristiphora) alpestris,"(Konow,1903)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) aphantoneura,"(Förster,1854)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
"Priophorus pallipes (Serville, 1823)",Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Betula spp. (Birches),,,,,,,,,,,,,,,,Cladius padi  misident,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,,,Cladius padi  ,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Fragaria spp. (Strawberries),,,,,,,,,,,,,,,,Cladius padi  misident,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Laurus nobilis (Bay Laurel),,,,,,,,,,,,,,,,Cladius padi  misident,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)","Prunus spp. (Cherries, Plums, etc)",,,,,,,,,,,,,,,,Cladius padi  misident,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Pyrus communis (Pear),,,,,,,,,,,,,,,,Cladius padi  misident,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Ribes rubrum (Red Currant),,,,,,,,,,,,,,,,Nematus appendiculatus,,I.F. Smith,"   2,8-4",Nematus appendiculatusHart.,V065,,KJG,,,,,,,,57,,[59/60],,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)",Ribes uva-crispa (Gooseberry),,,,,,,,,,,,,,,,Nematus appendiculatus,,I.F. Smith,"   2,8-4",Nematus appendiculatusHart.,V065,,KJG,,,,,,,,57,,[59/60],,,,
,Tenthredinidae,Pristiphora (Pristiphora) appendiculata,"(Hartig,1837)","Sorbus (Rowans, Whitebeams)",,,,,,,,,,,,,,,,Cladius padi  misident,,,"1,5-4 & 6",Cladius albipes Klug / Hartig,V033,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) armata,"(Thomson,1862)",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,,,"Nematus fletcheri =?N.nigricollis2,9-5",,,"2,9-5",,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Pristiphora (Pristiphora) bifida,"(Hellén,1948)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) brevis,"(Hartig,1837)",Thalictrum flavum (Common Meadow Rue),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) cincta,"Newman,1837",Quercus spp. (Oaks),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Pristiphora (Pristiphora) cincta,"Newman,1837",Vaccinium myrtillus (Bilberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Pristiphora (Pristiphora) confusa,"Lindqvist,1955",Salix fragilis (Crack Willow),,,,,,,,,,,,,,,,,,I.F.Smith,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) confusa,"Lindqvist,1955",Salix phylicifolia (Tea-leaved Willow),,,,,,,,,,,,,,,,,,I.F.Smith,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) coniceps,"Lindqvist,1955","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,wide leaved spp.,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) conjugata,"(Dahlbom,1835)",Populus spp. (Poplars),,,,,,,,,,,,,,gregarious,,,,,,Nematus aurantiacus Hart.,V057,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Pristiphora (Pristiphora) geniculata,"(Hartig,1840)",Sorbus aucuparia (Rowan),,,,,,,,,,,,,,gregarious,,,,,,,,,KJG,,,,,,,,,,,pristiphora.geniculata,,,
Pristiphora kamchatica,Tenthredinidae,Pristiphora (Pristiphora) insularis,"Rohwer,1910",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) luteipes,"Lindqvist,1955",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) melanocarpa,"(Hartig,1840)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pristiphora (Pristiphora) pallidiventris,"(Fallén,1808)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,obductusHartig Cameron nec Hartig,,,,,,,,,,,,,,,,[58],[59/60],none,,,
,Tenthredinidae,Pristiphora (Pristiphora) pallidiventris,"(Fallén,1808)",Geum spp. (Avens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],none,,,
,Tenthredinidae,Pristiphora (Pristiphora) pallidiventris,"(Fallén,1808)",Potentilla (Cinquefoils),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],none,,,
,Tenthredinidae,Pristiphora (Pristiphora) pallidiventris,"(Fallén,1808)","Rubus spp. (Brambles, Raspberry, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],none,,,
,Tenthredinidae,Pristiphora (Pristiphora) punctifrons,"(Thomson,1871)",Rosa spp. (Roses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Pristiphora (Pristiphora) ruficornis,"(Olivier,1811)",unknown(Cam. Salix),,,,,,,,,,,,,,,,Nematus ruficornis,,,"2,10-2",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Pristiphora (Pristiphora) rufipes,"Serville,1823",Aquilegia vulgaris (Columbine),,,,,,,,,,,,,,,,,,,,Nematus aquilegiae Voll.,V070,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) staudingeri,"(Ruthe,1859)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,low sallows,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) subbifida,"(Thomson,1871)",Acer campestris (Field Maple),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,none,,,
,Tenthredinidae,Pristiphora (Pristiphora) subbifida,"(Thomson,1871)",Acer pseudoplatanus (Sycamore),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,none,,,
,Tenthredinidae,Pristiphora (Pristiphora) subbifida,"(Thomson,1871)","Acer spp.(Sycamore, Field Maple)",,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,,,none,,,
,Tenthredinidae,Pristiphora (Pristiphora) subopaca,"Lindqvist,1955",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Pristiphora) testacea,"(Jurine,1807)",Betula spp. (Birches),,,,,,,,,,,,,,gregarious,,,,,,Nematus betulae Hart,V077,,,,,,,,,,,58,[59/60],,,,
Sharliphora amphibola,Tenthredinidae,Pristiphora (Sharliphora) amphibola,"(Förster,1854)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Pristiphora (Sharliphora) amphibola,"(Förster,1854)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
Sharliphora nigella,Tenthredinidae,Pristiphora (Sharliphora) nigella,"(Förster,1854)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pristiphora (Sharliphora) nigella,"(Förster,1854)",Pinacea: Picea spp. (Spruces),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Profenusa pygmaea,"(Klug,1816)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,Fenusa pygmaea,,REdmunds,"2,9-6",,,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Profenusa thomsoni,"(Konow,1886)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3-15,p7,8,48,55",,,,[59/60],Profenusa thomsoni 2,,,Hymenoptera: Tenthredinidae
,Tenthredinidae,Pseudodineura enslini,"(Hering,1923)",Trollius europaeus (Globe Flower),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Pseudodineura fuscula,"(Klug,1816)",Ranunculus spp. (Buttercups),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,Pseudodineura fuscula,,,
,Tenthredinidae,Pseudohemitaxonus sharpi,"(Cameron,1879)",Filicales (true ferns),,,,,,,,,,,,,,,larva unknown. adults near ferns,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhadinoceraea micans,"(Schrank,1781)",Iris pseudacorus (Yellow Flag Iris),,,,,,,,,,,,,,,,,,IFSmith,,,,,KJG,,,,,,,50,,[58],[59/60],http://www.gardensafari.net/english/sawflies.htm,,,
,Tenthredinidae,Rhogogaster chlorosoma,"(Benson,1943)",Alnus spp. (Alders),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhogogaster chlorosoma,"(Benson,1943)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhogogaster chlorosoma,"(Benson,1943)",Populus spp. (Poplars),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhogogaster chlorosoma,"(Benson,1943)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhogogaster chlorosoma,"(Benson,1943)","Sorbus (Rowans, Whitebeams)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhogogaster dryas,"(Benson,1943)",Populus tremula (Aspen),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)",Betula spp. (Birches),,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)",Corylus avellana (Hazel),,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)",Fraxinus spp. (Ashes),,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)","Prunus spp. (Cherries, Plums, etc)",,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)",Rosa spp. (Roses),,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster punctulata,"(Klug,1817)","Sorbus (Rowans, Whitebeams)",,,,,,,,,,,,,,,,Tenthredo punctulata,,,"2,13-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Rhogogaster viridis,"(Linnaeus,1758)",Alnus spp. (Alders),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Sciapteryx consobrina,"(Klug,1816)",Adoxa moschatellina (Moschatel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Sciapteryx soror,"Konow,1890",Ranunculus spp. (Buttercups),,,,,,,,,,,,,,,,,Ranunculus??,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Scolioneura betuleti,"(Klug,1816)",Betula spp. (Birches),,,,,,,,,,,,,,mines,,,,REdmunds,,,,,KJG,,,,,,,,,58,[59/60],Hymenoptera: Tenthredinidae,,,
,Tenthredinidae,Selandria melanosterna,"(Serville,1823)",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,Selandria sixii,,,"1,2-9",,,,KJG,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Selandria melanosterna,"(Serville,1823)",Juncaceae spp: (Rushes and woodrushes),,,,,,,,,,,,,,,,Selandria sixii,,,"1,2-9",Selandria sixiiVoll.,V158,,KJG,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Selandria melanosterna,"(Serville,1823)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,Selandria sixii,,,"1,2-9",Selandria sixiiVoll.,V158,,KJG,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Selandria serva,"(Fabricius,1793)",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,[58],[59/60],,,,
,Tenthredinidae,Selandria serva,"(Fabricius,1793)",Juncaceae spp: (Rushes and woodrushes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,[58],[59/60],,,,
,Tenthredinidae,Selandria serva,"(Fabricius,1793)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,[58],[59/60],,,,
,Tenthredinidae,Stauronematus platycerus,"(Hartig,1840)",Pinacea: Abies spp. (Firs),,,,,,,,,,,,,,,,Nematus compressicornis,,,"2,8-3","Nematus vallator, Voll.",V067,,,,,,,,,,,,,,,,
,Tenthredinidae,Stauronematus platycerus,"(Hartig,1840)",Populus spp. (Poplars),,,,,,,,,,,,,,palisade dried saliva. mainly Populus,,Nematus compressicornis,,,"2,8-3","Nematus vallator, Voll.",V067,,,,,,,,,,,,,,,,
,Tenthredinidae,Stauronematus platycerus,"(Hartig,1840)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,palisade dried saliva. mainly Populus,,Nematus compressicornis,,,"2,8-3","Nematus vallator, Voll.",V067,,,,,,,,,,,,,,,,
,Tenthredinidae,Stethomostus fuliginosus,"(Schrank,1781)",Ranunculus scleratus (Celery-leaved Buttercup),,,,,,,,,,,,,,,,,descriptions inadequate for det.(D.Smith),,,,,,,,,,,,1 p 99 brief,,,[58],[59/60],,,,
,Tenthredinidae,Stethomostus funereus,"(Klug,1816)",unknown,,,,,,,,,,,,,,,,,"adults only Kent, Somerset, Chesh.(Rostherne)",,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Stromboceros delicatulus,"(Fallén,1808)",Filicales (true ferns),,,,,,,,,,,,,,,,Strongylogaster delicatulus,,,"1,1-7",,,,,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Strongylogaster filicis,"(Klug,1817)",Filicales: Pteridium aquilinum (Bracken),,,,,,,,,,,,,,larva not found in Britain,,,only one adult record (in Cameron),,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Strongylogaster macula,"(Klug,1817)",Filicales (true ferns),,,,,,,,,,,,,,,,Strongylogaster mixtusnec Klug,,,"1,1-6 error?",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Strongylogaster mixta,"(Klug,1817)",Filicales: Athyrium filix-femina (Lady Fern),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Strongylogaster multifasciata,"(Geoffroy,1785)",Filicales (true ferns),,,,,,,,,,,,,,,,"S. cingulatus, S. lineata",,,"1,1-4",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Strongylogaster xanthocera,"(Stephens,1835)",Filicales: Pteridium aquilinum (Bracken),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Taxonus agrorum,"(Fallén,1808)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo amoena,"Gravenhorst,1807",Hypericum perforatum (Perforated St. John's Wort),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo arcuata,"Forster,1771",Trifolium repens (White Clover),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Brassica napus (Oilseed Rape),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Lamium spp. (Dead-nettles),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Mentha spp. (mints),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Plantago spp. (Plantains),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Ranunculus spp. (Buttercups),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Sedum spp. (Stonecrops),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Solanum tuberosum (Potato),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
,Tenthredinidae,Tenthredo atra,"Linnaeus,1758",Succisa pratensis (Devil'sbit Scabious),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,[59/60],none,,,
Elinora dominiquei,Tenthredinidae,Tenthredo baetica,"Spinola,1846",Brassica nigra (Black Mustard),,,,,,,,,,,,,,,,Allantus flavipes,1895 last record Surrey,,"1,1-8",,,,,,,,,,,,,,,,,,
Elinora dominiquei,Tenthredinidae,Tenthredo baetica,"Spinola,1846",Brassica oleracea (Cabbage),,,,,,,,,,,,,,,,Allantus flavipes,1895 last record Surrey,,"1,1-8",,,,,,,,,,,,,,,,,,
Elinora dominiquei,Tenthredinidae,Tenthredo baetica,"Spinola,1846",Raphanus raphanistrum (Radish),,,,,,,,,,,,,,,,Allantus flavipes,1895 last record Surrey,,"1,1-8",,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo baetica,"Spinola,1846",Sinapis alba (White Mustard),,,,,,,,,,,,,,,,Allantus flavipes,1895 last record Surrey,,"1,1-8",,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo baetica,"Spinola,1846",Sinapis arvensis (Charlock),,,,,,,,,,,,,,,,Allantus flavipes,1895 last record Surrey,,"1,1-8",,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo balteata,"Klug,1817",Hypericum perforatum (Perforated St. John's Wort),,,,,,,,,,,,,,,,Tenthredo balteata,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Tenthredo balteata,"Klug,1817",Hypericum tetrapterum (Square-stalked St. John's Wort),,,,,,,,,,,,,,,,Tenthredo balteata,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Tenthredo brevicornis,"(Konow,1886)",Lotus corniculatus (Bird's-foot Trefoil),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Tenthredo colon,"Klug,1817",Circaea lutetiana (Enchanter's Nightshade),,,,,,,,,,,,,,,,Tenthredo colon,,,"1,1-9",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo colon,"Klug,1817",Epilobium hirsutum (Great Willowherb),,,,,,,,,,,,,,,,Tenthredo colon,,,"1,1-9",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo colon,"Klug,1817",Filicales: Pteridium aquilinum (Bracken),,,,,,,,,,,,,,,,Tenthredo colon,,,"1,1-9",Tenthredo colon,V206,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo colon,"Klug,1817",Fuchsia spp. (Fuschias),,,,,,,,,,,,,,,,Tenthredo colon,,,"1,1-9",Tenthredo colon,V206,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo colon,"Klug,1817","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Tenthredo colon,,,"1,1-9",Tenthredo colon,V206,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo distinguenda,"(R.Stein,1885)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Tenthredo fagi,"Panzer,1798",Corylus avellana (Hazel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo fagi,"Panzer,1798",Sorbus aucuparia (Rowan),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Tenthredo ferruginea,"Schrank,1776",Alnus spp. (Alders),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo ferruginea,"Schrank,1776",Filicales: Pteridium aquilinum (Bracken),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo ferruginea,"Schrank,1776",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo ferruginea,"Schrank,1776","Prunus spp. (Cherries, Plums, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo ferruginea,"Schrank,1776","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758",Corylus avellana (Hazel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758",Epilobium spp. (Willowherbs),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758",Filicales: Pteridium aquilinum (Bracken),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758",Lonicera spp. (honeysuckles),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758",Rosa spp. (Roses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758","Sorbus (Rowans, Whitebeams)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo livida,"Linnaeus,1758","Viburnum spp. (Guelder Rose, Wayfarer)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Tenthredo maculata,"Geoffroy,1785",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,58,59/60,,,,
,Tenthredinidae,Tenthredo maculata,"Geoffroy,1785",Poaceae: Calamagrostis epigeios (Wood Small-reed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,58,59/60,,,,
,Tenthredinidae,Tenthredo maculata,"Geoffroy,1785",Poaceae: Dactylis glomerata (Cocksfoot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,58,59/60,,,,
,Tenthredinidae,Tenthredo mandibularis,"Fabricius,1804",Petasites hybridus (Butterbur),,,,,,,,,,,,,,,,,,I.F.Smith,,,,,KJG,,,,,,,50 I.Wallace,,58,,,,,
,Tenthredinidae,Tenthredo mandibularis,"Fabricius,1804",Tussilago farfara (Coltsfoot),,,,,,,,,,,,,,Tussilago farfara??,,,,I.F. Smith,,,,,KJG,,,,,,,50 I.Wallace,,58,,,,,
