formerly,Family,2014 Checklist Species,Authority,FOODPLANT,1,2,3,4,5,6,7,8,9,10,11,12,gen,HABIT,Notes,Cameron synonym,NOTES,forum members,"Cameron larvae vol,pl.-fig. ",Species with larvae illustrated in Vollenhoven,Voll. no.,V.H.Chambers Notebooks,KJGrearson,Quinlan,Zahradnik,Chinery,Carter & H.,Redfern & Shirley,D.R.Smith,Denbighs,Derbys,Chesh.,Lancs.,web link,,,
,Tenthredinidae,Athalia liberta,"(Klug,1815)","Sisymbrium spp. (Hedge Mustard, Rocket, etc)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Athalia lugens,"(Klug,1815)","Cruciferae spp. (cabbages, etc.)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],none,,,
,Tenthredinidae,Athalia rosae,"(Linnaeus,1758)","Cruciferae spp. (cabbages, etc.)",,,,,,,,,,,,,,,,Athalia spinarum,,,"1,3-11",Athalia spinarum,V163,,KJG,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Athalia scutellariae,"Cameron,1880",Scutellaria spp. (Skullcaps),,,,,,,,,,,,,,,,Athalia scutellariae,,I.F. Smith,"1,3-9",,,,KJG,,,,,,,,,58,59,,,,
,Tenthredinidae,Birka cinereipes,"(Klug,1816)",Myosotis scorpiodes (Water Forgetmenot),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,[58],[59/60],,,,
,Tenthredinidae,Blennocampa phyllocolpa,"Viitasaari&Vikberg,1985",Rosa spp. (Roses),,,,,,,,,,,,,,Gall:reflexed leaf margin,,Blennocampa pusilla,,,"1,3-1","Selandria pusilla,Klug",V121,,KJG,,p57-5,,,,,,,58,[59/60],,,,
,Tenthredinidae,Brachythops flavens,"(Klug,1816)",Carex spp. (Sedges),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Brachythops wuestneii,"(Konow,1885)",Carex lasiocarpa (Slender Sedge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Messa wuestneii,,,
,Tenthredinidae,Brachythops wuestneii,"(Konow,1885)",Carex spp. (Sedges),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Messa wuestneii,,,
,Tenthredinidae,Caliroa annulipes,"(Klug,1816)",Betula spp. (Birches),,,,,,,,,,,,,,,,Eriocampa annulipes,,REdmunds,"1,2-4",Selandria annulipes Klug,V150,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Caliroa annulipes,"(Klug,1816)",Fagus (Beech),,,,,,,,,,,,,,,,Eriocampa annulipes,,REdmunds,"1,2-4",Selandria annulipes Klug,V150,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Caliroa annulipes,"(Klug,1816)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,Eriocampa annulipes,,REdmunds,"1,2-4",Selandria annulipes Klug,V150,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Caliroa annulipes,"(Klug,1816)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Eriocampa annulipes,,REdmunds,"1,2-4",Selandria annulipes Klug,V150,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Caliroa annulipes,"(Klug,1816)",Tilia spp. (Limes),,,,,,,,,,,,,,,,Eriocampa annulipes,,REdmunds,"1,2-4",Selandria annulipes Klug,V150,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Caliroa annulipes,"(Klug,1816)","Vaccinium spp. (Bilberry, Cowberry)",,,,,,,,,,,,,,,,Eriocampa annulipes,,REdmunds,"1,2-4",Selandria annulipes Klug,V150,,KJG,,,,,,,,,[58],,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Anagallis arvensis (Scarlet Pimpernel),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Cydonia spp. (Quince),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Mespilus germanica (Medlar),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)","Prunus spp. (Cherries, Plums, etc)",,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Pyrus communis (Pear),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)",Rosa spp. (Roses),,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)","Rubus spp. (Brambles, Raspberry, etc)",,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa cerasi,"(Linnaeus,1758)","Sorbus (Rowans, Whitebeams)",,,,,,,,,,,,,,,,Eriocampa limacina,,"MBoddington,HtHolt","1,2-10",Selandria adumbrata Klug.,V152,,KJG,,p59-3,p295,,,"3-11,p7,13,15",,,58,59,,,,
,Tenthredinidae,Caliroa tremulae,"Chevin,1974",Populus tremula (Aspen),,,,,,,,,,,,,,,,,segregate of varipes Klug,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Caliroa varipes,"(Klug,1816)",Betula spp. (Birches),,,,,,,,,,,,,,,,Eriocampa varipes,"varipes segregated into 159,160,161",,"2,13-6",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Caliroa varipes,"(Klug,1816)",Populus spp. (Poplars),,,,,,,,,,,,,,,,Eriocampa varipes,see 160 tremulae,,"2,13-6",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Caliroa varipes,"(Klug,1816)",Quercus spp. (Oaks),,,,,,,,,,,,,,,,Eriocampa varipes,see 159 cothurnata,,"2,13-6",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Caliroa varipes,"(Klug,1816)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,Eriocampa varipes,"varipes segregated into 159,160,161",,"2,13-6",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Cladardis elongatula,"(Klug,1817)",Rosa spp. (Roses),,,,,,,,,,,,,,Mine:stem,,"sericansHartig,Cameron nec Hartig",only one adult in Brit.(Yorks),,,,,,,,,,,,,,,,,,,,
Priophorus brullei,Tenthredinidae,Cladius brullei,"(Dahlbom,1835)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,Cladius brullaei,,,"1,5-1",,,,KJG,,,,,,,50,,[58],[59/60],,,,
,Tenthredinidae,Cladius brullei,"(Dahlbom,1835)",Sorbus aucuparia (Rowan),,,,,,,,,,,,,,,,Cladius brullaei,,,"1,5-1",,,,KJG,,,,,,,50,,[58],[59/60],,,,
Trichiocampus grandis,Tenthredinidae,Cladius grandis,"(Serville,1823)",Populus spp. (Poplars),,,,,,,,,,,,,,"Gregarious, free",,Cladius  viminalis,,,"1,5-2","Cladius viminalis,Fall.",V034,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Cladius grandis,"(Serville,1823)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,"Gregarious, free",,Cladius  viminalis,,,"1,5-2","Cladius viminalis,Fall.",V034,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Cladius pectinicornis,"(Geoffroy,1785)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,Cladius pectinicornis,,,"2,8-1",Cladius  difformisPanz.,V030,,KJG,,,,,,,,,58,59/60,,,,
,Tenthredinidae,Cladius pectinicornis,"(Geoffroy,1785)",Fragaria spp. (Strawberries),,,,,,,,,,,,,,,,Cladius pectinicornis,,,"2,8-1",Cladius  difformisPanz.,V030,,KJG,,,,,,,,,58,59/60,,,,
,Tenthredinidae,Cladius pectinicornis,"(Geoffroy,1785)",Potentilla palustris(Marsh Cinquefoil),,,,,,,,,,,,,,,,Cladius pectinicornis,,,"2,8-1",Cladius  difformisPanz.,V030,,KJG,,,,,,,,,58,59/60,,,,
,Tenthredinidae,Cladius pectinicornis,"(Geoffroy,1785)",Rosa spp. (Roses),,,,,,,,,,,,,,,,Cladius pectinicornis,,,"2,8-1",Cladius  difformisPanz.,V030,,KJG,,,,,,,,,58,59/60,,,,
,Tenthredinidae,Cladius pectinicornis,"(Geoffroy,1785)",Sanguisorba officinalis (Great Burnet),,,,,,,,,,,,,,,,Cladius pectinicornis,,,"2,8-1",Cladius  difformisPanz.,V030,,KJG,,,,,,,,,58,59/60,,,,
,Tenthredinidae,Cladius pectinicornis,"(Geoffroy,1785)",Lamiastrum galeobdolon (Yellow Archangel),,,,,,,,,,,,,,,,,,,,,,Reared,,,,,,,,,,,,,,,
Priophorus pilicornis,Tenthredinidae,Cladius pilicornis,"Curtis,1833",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,50,,[58],[59/60],,,,
Priophorus rufipes,Tenthredinidae,Cladius rufipes,"Serville,1823",Ulmus spp. (Elms),,,,,,,,,,,,,,,,,,,,"Cladius uncinatus, Klug/Hartig?",V032,,,,,,,,,,,,,,,,
Priophorus ulmi,Tenthredinidae,Cladius ulmi,"(Linnaeus,1758)",Ulmus spp. (Elms),,,,,,,,,,,,,,,,Cladius rufipes,,,"2,9-4",,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Claremontia alternipes,"(Klug,1816)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Claremontia brevicornis,"(Brischke,1883)",Fragaria spp. (Strawberries),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Claremontia puncticeps,"(Konow,1886)",Sanguisorba minor (Salad Burnet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Claremontia tenuicornis,"(Klug,1816)",Alchemilla spp.(Lady's Mantle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Claremontia tenuicornis,"(Klug,1816)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Claremontia uncta,"(Klug,1816)",unstated,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Claremontia waldheimii,"(Gimmerthal,1847)",Geum spp. (Avens),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,,,58,,,,,
,Tenthredinidae,Craesus alniastri,"(Scharfenberg,1805)",Alnus spp. (Alders),,,,,,,,,,,,,,,,Croesus varus,,,"1,4-4",Nematus varus Villaret,V038,,,,,,,,,,,,,,,,
,Tenthredinidae,Craesus brischkei,"(Zaddach,1876)",Carpinus betulus (Hornbeam),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Craesus brischkei,"(Zaddach,1876)",Corylus avellana (Hazel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Craesus latipes,"(Villaret,1832)",Betula spp. (Birches),,,,,,,,,,,,,,"Gregarious, free",,,,,,Nematus latipes Villaret,V037,,KJG,,,,,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)","Acer spp.(Sycamore, Field Maple)",,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)",Alnus spp. (Alders),,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)",Betula spp. (Birches),,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)",Carpinus betulus (Hornbeam),,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)",Corylus avellana (Hazel),,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)",Fraxinus spp. (Ashes),,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)",Populus spp. (Poplars),,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Craesus septentrionalis,"(Linnaeus,1758)","Sorbus (Rowans, Whitebeams)",,,,,,,,,,,,,,"Gregarious, free",,Croesus septentrionalis,,,"1,4-5","Nematus septentrionalis, L.",V036,,KJG,,,p295,p199-2,,,,,,,,,,
,Tenthredinidae,Cytisogaster chambersi,"(Benson,1947)",Linum catharticum (Fairy Flax),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,,,,,
,Tenthredinidae,Cytisogaster chambersi,"(Benson,1947)",Linum usitatissimum (Linseed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Cytisogaster genistae,"(Benson,1947)",Cytisus scoparius (Broom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Cytisogaster genistae,"(Benson,1947)",Genista tinctoria (Dyer's Greenweed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Cytisogaster picta,"(Klug,1817)",Cytisus scoparius (Broom),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dineura stilata,"(Klug,1816)",Crataegus spp. (Hawthorns),,,,,,,,,,,,,,,,Dineura stilata,,,"1,3-7",,,,KJG,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Dineura testaceipes,"(Klug,1816)",Sorbus aucuparia (Rowan),,,,,,,,,,,,,,Mine:fruits,,Dineura testaceipes,,,"1,4-1",,,,,,,,,,,50,,58,,,,,
,Tenthredinidae,Dineura virididorsata,"(Retzius,1783)",Betula spp. (Birches),,,,,,,,,,,,,,,,Dineura virididorsata(Deg. in Kl.),,,"1,3-4",,,,KJG,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Achaetoprion) ferrugatus,"Serville,1823",Juncus spp. (rushes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Achaetoprion) madidus,"(Klug,1818)",Juncus spp. (rushes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Achaetoprion) pachycerus,"Hartig,1837",Juncus gerardi (Saltmarsh Rush),,,,,,,,,,,,,,,,tinctipennis,salt marshes S.Eng. & Spurn Head,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dolerus (Achaetoprion) triplicatus,"(Klug,1818)",Juncus spp. (rushes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
,Tenthredinidae,Dolerus (Cyperolerus) anticus,"(Klug,1818)",Eleocharis palustris (Common Spike-rush),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dolerus (Dicrodolerus) vestigialis,"(Klug,1818)",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Dolerus) aericeps,"Thomson,1871",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Dolerus) bimaculatus,"(Geoffroy,1785)",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58]?,[59/60]?,,,,
,Tenthredinidae,Dolerus (Dolerus) cothurnatus,"Serville,1823",Equisetum fluviatile (Water Horsetail),,,,,,,,,,,,,,,,Dolerus palustris,,,"2,13-5",,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Dolerus) cothurnatus,"Serville,1823",Equisetum palustre (Marsh Horsetail),,,,,,,,,,,,,,,,Dolerus palustris,,,"2,13-5",,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Dolerus) germanicus,"(Fabricius,1775)",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,,,,,
,Tenthredinidae,Dolerus (Dolerus) gessneri,"André,1880",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
,Tenthredinidae,Dolerus (Dolerus) yukonensis,"Norton,1872",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Equidolerus) pratensis,"(Linnaeus,1758)",Equisetum spp. (Horsetails),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Loderus) gilvipes,"(Klug,1818)",Equisetum spp. (Horsetails),,,,,,,,,,,,,,unknown,,,Benson regards as ssp of 94,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dolerus (Loderus) pratorum,"(Fallén,1808)",Equisetum spp. (Horsetails),,,,,x,x,,,,,,,,unknown,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dolerus (Oncodolerus) eversmanni,"Kirby,1882",Equisetum spp. (Horsetails),,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,50,,58,,,,,
,Tenthredinidae,Dolerus (Poodolerus) aeneus,"Hartig,1837",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) anthracinus,"(Klug,1818)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],,,,,
Dolerus planatus,Tenthredinidae,Dolerus (Poodolerus) asper,"Zaddach,1859",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) asper,"Zaddach,1859",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[58],[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) coracinus,"(Klug,1818)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dolerus (Poodolerus) fumosus,"Stephens,1835",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) gonager,"(Fabricius,1781)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) haematodes,"(Schrank,1781)",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,Dolerus haematodes,,,"1,1-5",Dolerus haematodes,V094,,KJG,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) haematodes,"(Schrank,1781)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,Dolerus haematodes,,,"1,1-5",Dolerus haematodes,V094,,KJG,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) harwoodi,"Benson,1947",unknown,,,,,,,,,,,,,,,,,only known from one adult Inverness,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Dolerus (Poodolerus) liogaster,"Thomson,1871",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,"in Benson, not on Mapmate",,,,,,,,,,,,,50,57,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) niger,"(Linnaeus,1767)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,Dolerus (Poodolerus) niger,,,"1,6-2",,,,KJG,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) nigratus,"(Müller,1776)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,Dolerus fissus,,,"1,6-3",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) nitens,"Zaddach,1859",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,Dolerus coracinus nec Klug,,,,,,,,,,,,,,50,,[58],[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) nitens,"Zaddach,1859",Poaceae spp. (grasses),,,,,,,,,,,,,,,,Dolerus coracinus nec Klug,,,,,,,,,,,,,,50,,[58],[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) picipes,"(Klug,1818)",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) possilensis,"Cameron,1882",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Dolerus (Poodolerus) possilensis,"Cameron,1882",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,,,,,
,Tenthredinidae,Dolerus (Poodolerus) puncticollis,"Thomson,1871",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,KJG,,,,,,,50,,[58],[59/60],,,,
"Dolerus megapterus Cameron, 1881",Tenthredinidae,Dolerus (Poodolerus) stygius,"Förster,1860",Cyperaceae spp. (Sedge family),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Dolerus (Poodolerus) varispinus,"Hartig,1837",Poaceae spp. (grasses),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria alector,"Benson,1938",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
Empria gussakovskii,Tenthredinidae,Empria alpina,"Benson,1938",Salix reticulata (Net-leaved Willow),,,,,,,,,,,,,,Free:catkins,,,adult only found 700m Breadalbane mtns,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria candidata,"(Fallén,1808)",Betula spp. (Birches),,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4 p14,40,43",,,,,,,,
,Tenthredinidae,Empria excisa,"(Thomson,1871)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[59/60],,,,
,Tenthredinidae,Empria fletcheri,"(Cameron,1878)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria immersa,"(Klug,1818)","Salix spp. (Sallows, Willows)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria liturata,"(Gmelin,1790)",Fragaria spp. (Strawberries),,,,,,,,,,,,,,,,Poecilosoma submuticum,,,"1,7-1",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Empria liturata,"(Gmelin,1790)",Geum spp. (Avens),,,,,,,,,,,,,,,,Poecilosoma submuticum,,,"1,7-1",,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Empria longicornis,"(Thomson,1871)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria pallimacula,"(Serville,1823)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,58,[59/60],,,,
,Tenthredinidae,Empria parvula,"(Konow,1892)",unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria pumila,"(Konow,1896)",Filipendula ulmaria (Meadowsweet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,
,Tenthredinidae,Empria sexpunctata,"(Serville,1823)",Geum rivale (Water Avens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria sexpunctata,"(Serville,1823)",Geum spp. (Avens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tenthredinidae,Empria tridens,"(Konow,1896)",Geum spp. (Avens),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Empria tridens,"(Konow,1896)",Rubus idaeus (Raspberry),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,[59/60],,,,
,Tenthredinidae,Endelomyia aethiops,"(Gmelin,1790)",Rosa spp. (Roses),,,,,,,,,,,,,,,,Eriocampa rosae,,,"1,2-5",,,,KJG,,,,,,"3-11,p7,10",,,,,,,,
,Tenthredinidae,Endophytus anemones,"(Hering,1924)",Anemone nemorosa (Wood Anemone),,,,,,,,,,,,,,Mine:leaf,,,,,,,,,,,,,,,,,,,,,,,
